compiled_by,allometry_ID_manual,group,subgroup,Family,taxonID,acceptedTaxonID,Common name,genus,specificEpithet,FIA Species Code,Taxon ID Notes,minDiameter,maxDiameter,dbh range (cm),Initials and References Used and Other Notes,Excluding Factor,need_density,spg_gcm3,Zanne et al Reference Number,density_source,decid_vs_ever,decid_vs_ever_source,woodland_vs_forest,woodland_vs_forest_source
SMS,,,,Cupressaceae,THUJA,THUJA,,Thuja,sp.,,,,,,,,yes,0.3,,Zanne et al 2009; average of 2 NA species,,,forest,http://usnvc.org/explore-classification/
WG_75,H13,hardwood,Hippocastanaceae/Tiliaceae,Tiliaceae,TIAM,,buckeye Basswood,Tilia,americana,951,,3,55,3 – 55,,,,0.32,,,,,,
WG_75,H13,hardwood,Hippocastanaceae/Tiliaceae,Tiliaceae,TIAMH,,"Basswood, white",Tilia,americana. var. heterophylla,952,,8,33,8 – 33,,,,0.32,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae,TODI,,Pacific poison oak,Toxicodendron,diversilobum,,,,,,kj assigned,,,0.63,,Zanne et al 2009,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae,TORA2,,Poison ivy,Toxicodendron,radicans,,,,,,"kj assigned, spg not known",,,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae ,TOVE,,,Toxicodendron,vernix,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,,,
WG_75,,,,Euphorbiaceae,TRSE6,,,Triadica,sebifera,,,,,,SR- SPG not known; non-native,non-native,,,,,,,,
WG_75,C12,conifer,Tsuga < 0.40 spg,Pinaceae,TSCA,,"Hemlock, eastern",Tsuga,canadensis,261,,3,85,3 – 85,,,,0.38,,,,,forest,WG_75
WG_75,C13,conifer,Tsuga  >= 0.40 spg,Pinaceae,TSHE,,"Hemlock, western",Tsuga,heterophylla,263,,3,72,3 – 172,,,,0.42,,,,,forest,WG_75
WG_75,C13,conifer,Tsuga  >= 0.40 spg,Pinaceae,TSME,,"Hemlock, mountain",Tsuga,mertensiana,264,,,,9-126,,,,0.42,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULAL,,Winged elm,Ulmus,alata,,,,,,SM. Allometry assigned based on family.,,,0.6,6,Zanne et al 2009,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULAM,,Elm,Ulmus,americana,972,,3,55,3 – 55,,,,0.46,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULCR,,Cedar elm,Ulmus,crassifolia,,,,,,SM. Allometry assigned based on family.,,,0.59,6,Zanne et al 2009,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULPU,,Siberian elm,Ulmus,pumila,,,,,,SM. Allometry assigned based on family.,,,0.55,33,Zanne et al 2009; There are 2 spg values from the Global wood density database for this species,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULRU,,Slippery elm,Ulmus,rubra,,,,,,SM. Allometry assigned based on family.,,,0.48,6,Zanne et al 2009,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULMUS,,Elm,Ulmus,sp.,970,,3,27,3 – 27,,,,0.54,,Zanne et al 2009; average of 5 NA species,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULMUSSPP,,,Ulmus,sp.,,,,,,SR,,,0.5,,"Jenkins, Chojnacky, et al 2004",,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ericaceae,UMCA,,California bay laurel,Umbellularia,californica,981,,8,61,8 – 61,,,,0.51,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ericaceae,VAAR,,Farkleberry,Vaccinium,arboreum,,,,,,"kj assigned, based on Family, spg not known",,,,,,,,,
SMS,,,,Ericaceae,VACA8,,,Vaccinium,calycinum,,,,,,,,,0.5,,Selmants et al 2014,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ericaceae,VAST,,Deerberry,Vaccinium,stamineum,,,,,,"kj assigned, based on Family, spg not known",,,,,,,,,
WG_75,W2,woodland,Fabaceae/Rosaceae,Fabaceae,VACO9,,"Acacia, whitethorn",Vachellia,constricta,,,,,,SR - SPG not known; Woodland allometry assigned based on multi bole growth and desert distribution. Could potentially be H9,,,,,,,,woodland,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Caprifoliaceae,VINU,,Possumhaw,Viburnum,nudum,,,,,,"kj assigned, spg not known ",,,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Vitaceae,VIRO3,,Muscadine,Vitis,rotundifolia,,,,,,"kj assigned, based on Order, spg not known; SR - not a tree, remove?",,,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Vitaceae,VITIS,,,Vitis,sp.,,,,,,"kj assigned, based on Order, spg not known; SR - not a tree, remove?",,,,,,,,,
SMS,H9,,,Fabaceae,WISTE,WISTE,,Wisteria,sp.,,,,,,,,no,,,,,,forest,http://usnvc.org/explore-classification/
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rutaceae,ZAAM,,,Zanthoxylum,americanum,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,,,
SMS,H9,,,Fabaceae,ZAPO2,ZAPO2,,Zapoteca,portoricensis,,,,,,,,no,,,,,,woodland,http://usnvc.org/explore-classification/
SMS,H7,,,Rhamnaceae,ZIRE,ZIRE,,Ziziphus,reticulata,,,,,,,,,0.863,,Zanne et al 2009; average of 8 species from Americas,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,,2PLANT,,,,,,,,,,,,,,,,,,,
SMS,H7,,,,2PLANT-H,2PLANT-H,,,,,,,,,,,,,,,,,,
SMS,,,,,2PLANT-S,2PLANT-S,,,,,,,,,,,,,,,,,,
SMS,H9,,,Fabaceae,FABACE,FABACE,,,,,,,,,,,no,,,,,,,
SMS,H7,,,,OTHE,OTHE,,,,,,,,,,,,,,,,,,
