compiled_by,allometry_ID_manual,group,subgroup,Family,taxonID,acceptedTaxonID,Common name,genus,specificEpithet,FIA Species Code,spg_gcm3,minDiameter,maxDiameter,dbh range (cm),Taxon ID Notes,Zanne et al Reference Number,Initials and References Used and Other Notes,Excluding Factor,density_source,need_density,decid_vs_ever,decid_vs_ever_source,woodland_vs_forest,woodland_vs_forest_source
WG_75,,,,Meliaceae,SWMA2,,West indian mahogany,Swietenia,mahagoni,,0.75,,,,,111,"SM - spg added from Zanne et al. Global wood density database. Assigned Central America value vs South-East Asia value, Ref 111.",Tropical,,,,,,
WG_75,,,,Bignoniaceae,TAHE,,White cedar,Tabebuia,heterophylla,,0.58,,,,,141,SM - spg added from Zanne et al. Global wood density database. There are 3 spg values from the Global wood density database for this species.,Tropical,,,,,,
WG_75,C5,conifer,Cupressaceae >= 0.40 spg,Cupressaceae,TADI2,,Bald cypress,Taxodium,distichum,,0.42,,,,,7,SM - spg added from Zanne et al. Global wood density database. Allometry assigned using SPG.,,,,,,forest,WG_75
WG_75,C11,conifer,Pseudotsuga,Pinaceae,TABR2,,"Yew, Pacific",Taxus,brevifolia,,0.6,,,,,,Chojnacky et. al suggest using PSME for taxus spp.  SR- spg from Zanne et al. Global wood density database. ,,,,,,forest,WG_75
WG_75,,,,Rutaceae,TEDA,,,Tetradium,daniellii,,,,,,,,SR- SPG not known; non-native,non-native,,,,,,
SMS,H7,,,Sapindaceae,THSTP,THSTP,,Thouinia,striata,,0.9,,,,,15594,,,Zanne et al 2009,,,,,
WG_75,C3,conifer,Cupressaceae < 0.30 spg,Cupressaceae,THOC2,,"Cedar, northern white",Thuja,occidentalis,241,0.29,3,66,3 – 66,,,,,,,,,forest,WG_75
WG_75,C4,conifer,Cupressaceae 0.30 – 0.39 spg,Cupressaceae,THPL,,"Cedar, western red",Thuja,plicata,242,0.31,3,69,3 – 169,,,,,,,,,forest,WG_75
SMS,,,,Cupressaceae,THUJA,THUJA,,Thuja,sp.,,0.3,,,,,,,,average of 2 NA species in Zanne et al 2009,yes,,,forest,http://usnvc.org/explore-classification/
WG_75,H13,hardwood,Hippocastanaceae/Tiliaceae,Tiliaceae,TIAM,,buckeye Basswood,Tilia,americana,951,0.32,3,55,3 – 55,,,,,,,,,,
WG_75,H13,hardwood,Hippocastanaceae/Tiliaceae,Tiliaceae,TIAMH,,"Basswood, white",Tilia,americana. var. heterophylla,952,0.32,8,33,8 – 33,,,,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae,TODI,,Pacific poison oak,Toxicodendron,diversilobum,,0.63,,,,,,"kj assigned, spg from Zanne et al. 2009",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae,TORA2,,Poison ivy,Toxicodendron,radicans,,,,,,,,"kj assigned, spg not known",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae ,TOVE,,,Toxicodendron,vernix,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,,,,Euphorbiaceae,TRSE6,,,Triadica,sebifera,,,,,,,,SR- SPG not known; non-native,non-native,,,,,,
WG_75,C12,conifer,Tsuga < 0.40 spg,Pinaceae,TSCA,,"Hemlock, eastern",Tsuga,canadensis,261,0.38,3,85,3 – 85,,,,,,,,,forest,WG_75
WG_75,C13,conifer,Tsuga  >= 0.40 spg,Pinaceae,TSHE,,"Hemlock, western",Tsuga,heterophylla,263,0.42,3,72,3 – 172,,,,,,,,,forest,WG_75
WG_75,C13,conifer,Tsuga  >= 0.40 spg,Pinaceae,TSME,,"Hemlock, mountain",Tsuga,mertensiana,264,0.42,,,9-126,,,,,,,,,forest,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULAL,,Winged elm,Ulmus,alata,,0.6,,,,,6,SM - spg added from Zanne et al. Global wood density database. Allometry assigned using family.,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULAM,,Elm,Ulmus,americana,972,0.46,3,55,3 – 55,,,,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULCR,,Cedar elm,Ulmus,crassifolia,,0.59,,,,,6,SM - spg added from Zanne et al. Global wood density database. Allometry assigned using family.,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULPU,,Siberian elm,Ulmus,pumila,,0.55,,,,,33,SM - spg added from Zanne et al. Global wood density database. There are 2 spg values from the Global wood density database for this species. Allometry assigned based on family.,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULRU,,Slippery elm,Ulmus,rubra,,0.48,,,,,6,SM - spg added from Zanne et al. Global wood density database. Allometry assigned based on family.,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULMUS,,Elm,Ulmus,sp.,970,0.54,3,27,3 – 27,,,,,average of 5 NA species in Zanne et al 2009,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ulmaceae,ULMUSSPP,,,Ulmus,sp.,,0.5,,,,,,"SR - SPG from Jenkins, Chojnacky, et al 2004",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ericaceae,UMCA,,California bay laurel,Umbellularia,californica,981,0.51,8,61,8 – 61,,,,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ericaceae,VAAR,,Farkleberry,Vaccinium,arboreum,,,,,,,,"kj assigned, based on Family, spg not known",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ericaceae,VAST,,Deerberry,Vaccinium,stamineum,,,,,,,,"kj assigned, based on Family, spg not known",,,,,,,
WG_75,W2,woodland,Fabaceae/Rosaceae,Fabaceae,VACO9,,"Acacia, whitethorn",Vachellia,constricta,,,,,,,,SR - SPG not known; Woodland allometry assigned based on multi bole growth and desert distribution. Could potentially be H9,,,,,,woodland,WG_75
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Caprifoliaceae,VINU,,Possumhaw,Viburnum,nudum,,,,,,,,"kj assigned, spg not known ",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Vitaceae,VIRO3,,Muscadine,Vitis,rotundifolia,,,,,,,,"kj assigned, based on Order, spg not known; SR - not a tree, remove?",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Vitaceae,VITIS,,,Vitis,sp.,,,,,,,,"kj assigned, based on Order, spg not known; SR - not a tree, remove?",,,,,,,
SMS,H9,,,Fabaceae,WISTE,WISTE,,Wisteria,sp.,,,,,,,,,,,no,,,forest,http://usnvc.org/explore-classification/
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rutaceae,ZAAM,,,Zanthoxylum,americanum,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
SMS,H9,,,Fabaceae,ZAPO2,ZAPO2,,Zapoteca,portoricensis,,,,,,,,,,,no,,,woodland,http://usnvc.org/explore-classification/
SMS,H7,,,Rhamnaceae,ZIRE,ZIRE,,Ziziphus,reticulata,,0.863,,,,,,,,Average of 8 species from Americas in Zanne et al 2009,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,,2PLANT,,,,,,,,,,,,,,,,,,,
SMS,H7,,,,2PLANT-H,2PLANT-H,,,,,,,,,,,,,,,,,,
SMS,,,,,2PLANT-S,2PLANT-S,,,,,,,,,,,,,,,,,,
SMS,H9,,,Fabaceae,FABACE,FABACE,,,,,,,,,,,,,,no,,,,
SMS,H7,,,,OTHE,OTHE,,,,,,,,,,,,,,,,,,
