"","siteID","measuredBy","plotID","boutNumber","recordedBy","date","subplot","taxonID","taxonIDRemarks","identificationQualifier","morphospeciesID","morphoSpeciesRemarks","percentCover","remarks","moss","photoID"
"1:2254","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"32.4.1","LEPA11",NA,NA,NA,NA,2,"",NA,NA
"1:2255","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"32.4.1","RUCH",NA,NA,NA,NA,2,"",NA,NA
"1:2256","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"32.4.1","VAUL",NA,NA,NA,NA,3,"",NA,NA
"1:2257","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"32.4.1","VAVI",NA,NA,NA,NA,0.5,"",NA,NA
"1:2258","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"32.4.10","ARAL2",NA,NA,NA,NA,NA,"",NA,NA
"1:2259","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"32.4.10","BETUL",NA,NA,NA,NA,NA,"BENA/BEGL",NA,NA
"1:2260","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"32.4.10","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:2261","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.1.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:2262","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.1.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:2263","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.1.1","EMNI",NA,NA,NA,NA,2,"",NA,NA
"1:2264","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.1.1","ERVA4",NA,NA,NA,NA,1,"",NA,NA
"1:2265","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.1.1","LEPA11",NA,NA,NA,NA,1,"",NA,NA
"1:2266","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.1.1","RUCH",NA,NA,NA,NA,3,"",NA,NA
"1:2267","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.1.1","VAOX",NA,NA,NA,NA,0.5,"",NA,NA
"1:2268","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.1.1","VAUL",NA,NA,NA,NA,4,"",NA,NA
"1:2269","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.1.1","VAVI",NA,NA,NA,NA,0.5,"",NA,NA
"1:2270","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.1.10","BETUL",NA,NA,NA,NA,NA,"BENA/BEGL",NA,NA
"1:2271","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.1.10","PEDIC",NA,NA,NA,NA,NA,"",NA,NA
"1:2272","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.100","ARAL2",NA,NA,NA,NA,NA,"",NA,NA
"1:2273","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.3.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:2274","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.3.1","BETUL",NA,NA,NA,NA,4,"BENA/BEGL",NA,NA
"1:2275","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.3.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:2276","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.3.1","ERVA4",NA,NA,NA,NA,3,"",NA,NA
"1:2277","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.3.1","LEPA11",NA,NA,NA,NA,2,"",NA,NA
"1:2278","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.3.1","RUCH",NA,NA,NA,NA,0.5,"",NA,NA
"1:2279","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.3.1","VAUL",NA,NA,NA,NA,5,"",NA,NA
"1:2280","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.3.1","VAVI",NA,NA,NA,NA,0.5,"",NA,NA
"1:2281","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.3.10","EMNI",NA,NA,NA,NA,NA,"",NA,NA
"1:2282","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"40.3.10","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:2283","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.1.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:2284","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.1.1","BETUL",NA,NA,NA,NA,2,"BENA/BEGL",NA,NA
"1:2285","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.1.1","CABI5",NA,NA,NA,NA,1,"",NA,NA
"1:2286","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.1.1","EMNI",NA,NA,NA,NA,0.5,"",NA,NA
"1:2287","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.1.1","ERVA4",NA,NA,NA,NA,0.5,"",NA,NA
"1:2288","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.1.1","LEPA11",NA,NA,NA,NA,3,"",NA,NA
"1:2289","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.1.1","RUCH",NA,NA,NA,NA,0.5,"",NA,NA
"1:2290","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.1.1","VAUL",NA,NA,NA,NA,3,"",NA,NA
"1:2291","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.1.1","VAVI",NA,NA,NA,NA,1,"",NA,NA
"1:2292","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.1.10","PEDIC",NA,NA,NA,NA,NA,"",NA,NA
"1:2293","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.1.10","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:2294","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.4.1","ANPO",NA,NA,NA,NA,1,"",NA,NA
"1:2295","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.4.1","BETUL",NA,NA,NA,NA,2,"BENA/BEGL",NA,NA
"1:2296","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.4.1","CABI5",NA,NA,NA,NA,3,"",NA,NA
"1:2297","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.4.1","EMNI",NA,NA,NA,NA,0.5,"",NA,NA
"1:2298","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.4.1","ERVA4",NA,NA,NA,NA,1,"",NA,NA
"1:2299","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.4.1","LEPA11",NA,NA,NA,NA,1,"",NA,NA
"1:2300","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.4.1","RUCH",NA,NA,NA,NA,2,"",NA,NA
"1:2301","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.4.1","VAOX",NA,NA,NA,NA,0.5,"",NA,NA
"1:2302","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.4.1","VAUL",NA,NA,NA,NA,4,"",NA,NA
"1:2303","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.4.1","VAVI",NA,NA,NA,NA,0.5,"",NA,NA
"1:2304","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.4.10","ARAL2",NA,NA,NA,NA,NA,"",NA,NA
"1:2305","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_070","Characterization","KSCHRODER@NEONINC.ORG",20150615,"41.4.10","PEDIC",NA,NA,NA,NA,NA,"",NA,NA
"1:2306","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.1.1","CABI5",NA,NA,NA,NA,1,"",NA,NA
"1:2307","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.1.1","EMNI",NA,NA,NA,NA,0.5,"",NA,NA
"1:2308","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.1.1","ERVA4",NA,NA,NA,NA,2,"",NA,NA
"1:2309","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.1.1","LEPA11",NA,NA,NA,NA,7,"",NA,NA
"1:2310","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.1.1","RUCH",NA,NA,NA,NA,1,"",NA,NA
"1:2311","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.1.1","VAUL",NA,NA,NA,NA,3,"",NA,NA
"1:2312","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.1.1","VAVI",NA,NA,NA,NA,6,"",NA,NA
"1:2313","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.1.10","BETUL",NA,NA,NA,NA,NA,"BENA/BEGL",NA,NA
"1:2314","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.100","",NA,NA,NA,NA,NA,"",NA,NA
"1:2315","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.4.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:2316","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.4.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:2317","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.4.1","EMNI",NA,NA,NA,NA,4,"",NA,NA
"1:2318","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.4.1","ERVA4",NA,NA,NA,NA,1,"",NA,NA
"1:2319","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.4.1","LEPA11",NA,NA,NA,NA,10,"",NA,NA
"1:2320","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.4.1","RUCH",NA,NA,NA,NA,0.5,"",NA,NA
"1:2321","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.4.1","VAUL",NA,NA,NA,NA,5,"",NA,NA
"1:2322","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.4.1","VAVI",NA,NA,NA,NA,7,"",NA,NA
"1:2323","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"31.4.10","BETUL",NA,NA,NA,NA,NA,"BENA/BEGL",NA,NA
"1:2324","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.100","PIMA",NA,NA,NA,NA,NA,"",NA,NA
"1:2325","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.2.1","BETUL",NA,NA,NA,NA,3,"BENA/BEGL",NA,NA
"1:2326","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.2.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:2327","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.2.1","ERVA4",NA,NA,NA,NA,1,"",NA,NA
"1:2328","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.2.1","LEPA11",NA,NA,NA,NA,5,"",NA,NA
"1:2329","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.2.1","VAUL",NA,NA,NA,NA,5,"",NA,NA
"1:2330","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.2.1","VAVI",NA,NA,NA,NA,9,"",NA,NA
"1:2331","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.2.10","ANPO",NA,NA,NA,NA,NA,"",NA,NA
"1:2332","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.2.10","RUCH",NA,NA,NA,NA,NA,"",NA,NA
"1:2333","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.4.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:2334","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.4.1","BETUL",NA,NA,NA,NA,20,"BENA/BEGL",NA,NA
"1:2335","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.4.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:2336","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.4.1","LEPA11",NA,NA,NA,NA,7,"",NA,NA
"1:2337","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.4.1","RUCH",NA,NA,NA,NA,0.5,"",NA,NA
"1:2338","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.4.1","VAUL",NA,NA,NA,NA,5,"",NA,NA
"1:2339","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.4.1","VAVI",NA,NA,NA,NA,7,"",NA,NA
"1:2340","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.4.10","EMNI",NA,NA,NA,NA,NA,"",NA,NA
"1:2341","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"32.4.10","ERVA4",NA,NA,NA,NA,NA,"",NA,NA
"1:2342","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.1.1","BETUL",NA,NA,NA,NA,4,"BENA/BEGL",NA,NA
"1:2343","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.1.1","CABI5",NA,NA,NA,NA,3,"",NA,NA
"1:2344","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.1.1","ERVA4",NA,NA,NA,NA,2,"",NA,NA
"1:2345","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.1.1","LEPA11",NA,NA,NA,NA,8,"",NA,NA
"1:2346","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.1.1","RUCH",NA,NA,NA,NA,2,"",NA,NA
"1:2347","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.1.1","VAUL",NA,NA,NA,NA,3,"",NA,NA
"1:2348","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.1.1","VAVI",NA,NA,NA,NA,7,"",NA,NA
"1:2349","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.100","ERAN6",NA,NA,NA,NA,NA,"",NA,NA
"1:2350","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.100","PIGL",NA,NA,NA,NA,NA,"",NA,NA
"1:2351","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.100","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:2352","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.3.1","BETUL",NA,NA,NA,NA,30,"BENA/BEGL",NA,NA
"1:2353","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.3.1","CABI5",NA,NA,NA,NA,1,"",NA,NA
"1:2354","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.3.1","ERVA4",NA,NA,NA,NA,0.5,"",NA,NA
"1:2355","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.3.1","LEPA11",NA,NA,NA,NA,20,"",NA,NA
"1:2356","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.3.1","RUCH",NA,NA,NA,NA,1,"",NA,NA
"1:2357","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.3.1","VAUL",NA,NA,NA,NA,13,"",NA,NA
"1:2358","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.3.1","VAVI",NA,NA,NA,NA,12,"",NA,NA
"1:2359","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.3.10","ANPO",NA,NA,NA,NA,NA,"",NA,NA
"1:2360","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"40.3.10","EMNI",NA,NA,NA,NA,NA,"",NA,NA
"1:2361","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.1.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:2362","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.1.1","BETUL",NA,NA,NA,NA,2,"BENA/BEGL",NA,NA
"1:2363","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.1.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:2364","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.1.1","EMNI",NA,NA,NA,NA,0.5,"",NA,NA
"1:2365","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.1.1","ERVA4",NA,NA,NA,NA,1,"",NA,NA
"1:2366","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.1.1","LEPA11",NA,NA,NA,NA,5,"",NA,NA
"1:2367","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.1.1","RUCH",NA,NA,NA,NA,0.5,"",NA,NA
"1:2368","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.1.1","VAUL",NA,NA,NA,NA,4,"",NA,NA
"1:2369","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.1.1","VAVI",NA,NA,NA,NA,11,"",NA,NA
"1:2370","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.1.10","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:2371","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.100","ERAN6",NA,NA,NA,NA,NA,"",NA,NA
"1:2372","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.4.1","BETUL",NA,NA,NA,NA,15,"BENA/BEGL",NA,NA
"1:2373","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.4.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:2374","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.4.1","EMNI",NA,NA,NA,NA,0.5,"",NA,NA
"1:2375","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.4.1","ERVA4",NA,NA,NA,NA,3,"",NA,NA
"1:2376","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.4.1","LEPA11",NA,NA,NA,NA,15,"",NA,NA
"1:2377","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.4.1","RUCH",NA,NA,NA,NA,2,"",NA,NA
"1:2378","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.4.1","VAUL",NA,NA,NA,NA,6,"",NA,NA
"1:2379","HEAL","KSCHRODER@NEONINC.ORG","HEAL_071","Characterization","ABOYD@FIELD-OPS.ORG",20150617,"41.4.1","VAVI",NA,NA,NA,NA,25,"",NA,NA
"1:2380","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_072","Characterization","KSCHRODER@NEONINC.ORG",20150611,"31.1.1","BETUL",NA,NA,NA,NA,9,"BENA/BEGL",NA,NA
"1:2381","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_072","Characterization","KSCHRODER@NEONINC.ORG",20150611,"31.1.1","CABI5",NA,NA,NA,NA,4,"",NA,NA
"1:2382","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_072","Characterization","KSCHRODER@NEONINC.ORG",20150611,"31.1.1","EMNI",NA,NA,NA,NA,1,"",NA,NA
"1:2383","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_072","Characterization","KSCHRODER@NEONINC.ORG",20150611,"31.1.1","SAPU15",NA,NA,NA,NA,3,"",NA,NA
"1:2384","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_072","Characterization","KSCHRODER@NEONINC.ORG",20150611,"31.1.1","VAUL",NA,NA,NA,NA,23,"",NA,NA
"1:2385","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_072","Characterization","KSCHRODER@NEONINC.ORG",20150611,"31.1.1","VAVI",NA,NA,NA,NA,0.5,"",NA,NA
"1:2386","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_072","Characterization","KSCHRODER@NEONINC.ORG",20150611,"31.1.10","ANPO",NA,NA,NA,NA,NA,"",NA,NA
"1:2387","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_072","Characterization","KSCHRODER@NEONINC.ORG",20150611,"31.1.10","LEPA11",NA,NA,NA,NA,NA,"",NA,NA
"1:2388","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_072","Characterization","KSCHRODER@NEONINC.ORG",20150611,"31.1.10","RUCH",NA,NA,NA,NA,NA,"",NA,NA
"1:2389","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_072","Characterization","KSCHRODER@NEONINC.ORG",20150611,"31.100","ALVI5",NA,NA,NA,NA,NA,"",NA,NA
"1:2390","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_072","Characterization","KSCHRODER@NEONINC.ORG",20150611,"31.100","PIGL",NA,NA,NA,NA,NA,"",NA,NA
"1:2391","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_072","Characterization","KSCHRODER@NEONINC.ORG",20150611,"31.100","PIMA",NA,NA,NA,NA,NA,"",NA,NA
"1:2392","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_072","Characterization","KSCHRODER@NEONINC.ORG",20150611,"31.4.1","ANPO",NA,NA,NA,NA,2,"",NA,NA
