mortonOrder,plotID,siteID,nlcdClass,plotType,subtype,applicableModules,notes,annualTowerVst
9,TALL_002,TALL,mixedForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
9,TALL_002,TALL,mixedForest,distributed,birdGrid,brd,,NA
15,TALL_003,TALL,mixedForest,distributed,tickPlot,tck,,NA
15,TALL_003,TALL,mixedForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
21,TALL_004,TALL,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
21,TALL_004,TALL,evergreenForest,distributed,birdGrid,brd,,NA
31,TALL_005,TALL,mixedForest,distributed,mammalGrid,mam,,NA
31,TALL_005,TALL,mixedForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
35,TALL_006,TALL,evergreenForest,distributed,mammalGrid,mam,,NA
35,TALL_006,TALL,evergreenForest,distributed,tickPlot,tck,,NA
35,TALL_006,TALL,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
35,TALL_006,TALL,evergreenForest,distributed,birdGrid,brd,,NA
69,TALL_007,TALL,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
69,TALL_007,TALL,deciduousForest,distributed,tickPlot,,,NA
73,TALL_008,TALL,deciduousForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
73,TALL_008,TALL,deciduousForest,distributed,tickPlot,tck,,NA
79,TALL_009,TALL,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
79,TALL_009,TALL,evergreenForest,distributed,birdGrid,brd,,NA
81,TALL_010,TALL,deciduousForest,distributed,birdGrid,brd,,NA
81,TALL_010,TALL,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
81,TALL_010,TALL,deciduousForest,distributed,mammalGrid,mam,,NA
93,TALL_011,TALL,deciduousForest,distributed,birdGrid,brd,,NA
93,TALL_011,TALL,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
97,TALL_012,TALL,mixedForest,distributed,mammalGrid,mam,,NA
97,TALL_012,TALL,mixedForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
97,TALL_012,TALL,mixedForest,distributed,birdGrid,brd,,NA
131,TALL_013,TALL,evergreenForest,distributed,birdGrid,brd,,NA
131,TALL_013,TALL,evergreenForest,distributed,mammalGrid,mam,,NA
131,TALL_013,TALL,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
137,TALL_015,TALL,deciduousForest,distributed,birdGrid,,,NA
137,TALL_015,TALL,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
137,TALL_015,TALL,deciduousForest,distributed,mammalGrid,mam,,NA
141,TALL_016,TALL,evergreenForest,distributed,tickPlot,tck,,NA
141,TALL_016,TALL,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
143,TALL_017,TALL,mixedForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
143,TALL_017,TALL,mixedForest,distributed,birdGrid,brd,,NA
161,TALL_018,TALL,evergreenForest,distributed,birdGrid,,,NA
161,TALL_018,TALL,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
213,TALL_020,TALL,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
221,TALL_021,TALL,evergreenForest,distributed,basePlot,all|div,,NA
223,TALL_022,TALL,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
257,TALL_023,TALL,deciduousForest,distributed,basePlot,all|div,,NA
265,TALL_024,TALL,deciduousForest,distributed,basePlot,all|div,,NA
265,TALL_024,TALL,deciduousForest,distributed,mammalGrid,mam,,NA
287,TALL_025,TALL,mixedForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
287,TALL_025,TALL,mixedForest,distributed,birdGrid,,,NA
291,TALL_026,TALL,evergreenForest,distributed,basePlot,all|div,,NA
307,TALL_027,TALL,deciduousForest,distributed,birdGrid,,,NA
307,TALL_027,TALL,deciduousForest,distributed,basePlot,all|div,,NA
337,TALL_028,TALL,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
339,TALL_029,TALL,mixedForest,distributed,basePlot,all|div,,NA
339,TALL_029,TALL,mixedForest,distributed,birdGrid,,,NA
349,TALL_030,TALL,mixedForest,distributed,basePlot,all|div,,NA
351,TALL_031,TALL,evergreenForest,distributed,mammalGrid,mam,,NA
351,TALL_031,TALL,evergreenForest,distributed,basePlot,all|div,,NA
467,TALL_032,TALL,mixedForest,distributed,basePlot,all|div,,NA
717,TALL_033,TALL,mixedForest,distributed,mosquitoPoint,mos|mpt,,NA
853,TALL_034,TALL,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
1039,TALL_035,TALL,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
1379,TALL_036,TALL,mixedForest,distributed,mosquitoPoint,mos|mpt,,NA
1635,TALL_037,TALL,mixedForest,distributed,mosquitoPoint,mos|mpt,,NA
2001,TALL_038,TALL,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
2961,TALL_039,TALL,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
3091,TALL_040,TALL,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
3699,TALL_041,TALL,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
5677,TALL_042,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
9773,TALL_043,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
1581,TALL_044,TALL,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
12845,TALL_045,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
8749,TALL_046,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
2605,TALL_047,TALL,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,,Y
70189,TALL_048,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
22317,TALL_049,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
6701,TALL_050,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
557,TALL_051,TALL,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,
59437,TALL_052,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
31021,TALL_053,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
2093,TALL_054,TALL,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
15405,TALL_055,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
6189,TALL_056,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
45101,TALL_057,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
105773,TALL_058,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
81197,TALL_059,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
159277,TALL_060,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
7213,TALL_061,TALL,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
21037,TALL_063,TALL,,tower,phenology,phe,,NA
469,TALL_064,TALL,mixedForest,distributed,basePlot,all|div,,NA
169,,TALL,mixedForest,distributed,birdGrid,,,
169,,TALL,mixedForest,distributed,basePlot,,,
1,TEAK_001,TEAK,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
1,TEAK_001,TEAK,evergreenForest,distributed,birdGrid,brd,,NA
1,TEAK_001,TEAK,evergreenForest,distributed,mammalGrid,mam,,NA
1,TEAK_001,TEAK,evergreenForest,distributed,tickPlot,tck,,NA
5,TEAK_002,TEAK,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
5,TEAK_002,TEAK,evergreenForest,distributed,tickPlot,tck,,NA
19,TEAK_003,TEAK,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
19,TEAK_003,TEAK,evergreenForest,distributed,birdGrid,brd,,NA
19,TEAK_003,TEAK,evergreenForest,distributed,mammalGrid,mam,,NA
19,TEAK_003,TEAK,evergreenForest,distributed,tickPlot,tck,,NA
21,TEAK_004,TEAK,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
21,TEAK_004,TEAK,evergreenForest,distributed,birdGrid,brd,,NA
21,TEAK_004,TEAK,evergreenForest,distributed,mammalGrid,mam,,NA
27,TEAK_005,TEAK,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
27,TEAK_005,TEAK,evergreenForest,distributed,tickPlot,tck,,NA
37,TEAK_006,TEAK,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
37,TEAK_006,TEAK,evergreenForest,distributed,birdGrid,brd,,NA
37,TEAK_006,TEAK,evergreenForest,distributed,mammalGrid,,,NA
37,TEAK_006,TEAK,evergreenForest,distributed,tickPlot,tck,,NA
53,TEAK_007,TEAK,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
53,TEAK_007,TEAK,evergreenForest,distributed,birdGrid,brd,,NA
53,TEAK_007,TEAK,evergreenForest,distributed,mammalGrid,mam,,NA
63,TEAK_008,TEAK,evergreenForest,distributed,birdGrid,brd,,NA
193,TEAK_008,TEAK,evergreenForest,distributed,basePlot,all|div,,NA
75,TEAK_009,TEAK,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
75,TEAK_009,TEAK,shrubScrub,distributed,birdGrid,brd,,NA
79,TEAK_010,TEAK,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
79,TEAK_010,TEAK,evergreenForest,distributed,birdGrid,brd,,NA
79,TEAK_010,TEAK,evergreenForest,distributed,mammalGrid,mam,,NA
81,TEAK_011,TEAK,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
83,TEAK_012,TEAK,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
89,TEAK_013,TEAK,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
89,TEAK_013,TEAK,evergreenForest,distributed,birdGrid,brd,,NA
95,TEAK_014,TEAK,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
101,TEAK_015,TEAK,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
115,TEAK_016,TEAK,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
117,TEAK_017,TEAK,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
133,TEAK_018,TEAK,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
141,TEAK_019,TEAK,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
147,TEAK_020,TEAK,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
149,TEAK_021,TEAK,evergreenForest,distributed,basePlot,all|div,,NA
155,TEAK_022,TEAK,evergreenForest,distributed,basePlot,all|div,,NA
171,TEAK_023,TEAK,evergreenForest,distributed,basePlot,all|div,,NA
661,TEAK_024,TEAK,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
965,TEAK_025,TEAK,shrubScrub,distributed,basePlot,all|div,,NA
965,TEAK_025,TEAK,shrubScrub,distributed,tickPlot,tck,,NA
965,TEAK_025,TEAK,shrubScrub,distributed,birdGrid,,,NA
1023,TEAK_026,TEAK,shrubScrub,distributed,basePlot,all|div,,NA
1023,TEAK_026,TEAK,shrubScrub,distributed,birdGrid,,,NA
1304,TEAK_027,TEAK,shrubScrub,distributed,basePlot,all|div,,NA
1307,TEAK_028,TEAK,shrubScrub,distributed,basePlot,all|div,,NA
1311,TEAK_029,TEAK,shrubScrub,distributed,basePlot,all|div,,NA
1563,TEAK_030,TEAK,shrubScrub,distributed,basePlot,all|div,,NA
69,TEAK_031,TEAK,evergreenForest,distributed,birdGrid,brd,,NA
283,TEAK_032,TEAK,shrubScrub,distributed,mammalGrid,mam,,NA
129,TEAK_033,TEAK,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
131,TEAK_034,TEAK,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
319,TEAK_035,TEAK,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
399,TEAK_036,TEAK,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
447,TEAK_037,TEAK,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
529,TEAK_038,TEAK,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
589,TEAK_039,TEAK,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
659,TEAK_040,TEAK,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
769,TEAK_041,TEAK,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
1731,TEAK_042,TEAK,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
17,TEAK_043,TEAK,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
337,TEAK_044,TEAK,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
465,TEAK_045,TEAK,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
849,TEAK_046,TEAK,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,,Y
1361,TEAK_047,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
1489,TEAK_048,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
1745,TEAK_049,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
1937,TEAK_050,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
2385,TEAK_051,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
2897,TEAK_052,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
3217,TEAK_053,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
3537,TEAK_054,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
3793,TEAK_055,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
4241,TEAK_056,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
4433,TEAK_057,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
4817,TEAK_058,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
5585,TEAK_059,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
5841,TEAK_060,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
6609,TEAK_061,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
6865,TEAK_062,TEAK,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
245585,TEAK_063,TEAK,,tower,phenology,phe,,NA
254289,TEAK_064,TEAK,,tower,phenology,phe,,NA
10,TREE_001,TREE,evergreenForest,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,,NA
17,TREE_002,TREE,woodyWetlands,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,,NA
17,TREE_002,TREE,woodyWetlands,distributed,mammalGrid,mam,,NA
37,TREE_003,TREE,deciduousForest,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,,NA
59,TREE_004,TREE,woodyWetlands,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,,NA
59,TREE_004,TREE,woodyWetlands,distributed,mammalGrid,mam,,NA
127,TREE_005,TREE,woodyWetlands,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
127,TREE_005,TREE,woodyWetlands,distributed,tickPlot,tck,,NA
168,TREE_006,TREE,mixedForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
172,TREE_007,TREE,deciduousForest,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst,,NA
172,TREE_007,TREE,deciduousForest,distributed,tickPlot,tck,,NA
191,TREE_008,TREE,woodyWetlands,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
202,TREE_009,TREE,woodyWetlands,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
220,TREE_010,TREE,deciduousForest,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
236,TREE_011,TREE,woodyWetlands,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
241,TREE_012,TREE,woodyWetlands,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
258,TREE_013,TREE,woodyWetlands,distributed,basePlot,all|brd|div,,NA
266,TREE_014,TREE,mixedForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
271,TREE_015,TREE,mixedForest,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst,,NA
271,TREE_015,TREE,mixedForest,distributed,tickPlot,tck,,NA
289,TREE_016,TREE,deciduousForest,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
289,TREE_016,TREE,deciduousForest,distributed,mammalGrid,mam,,NA
305,TREE_017,TREE,deciduousForest,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
305,TREE_017,TREE,deciduousForest,distributed,tickPlot,tck,,NA
481,TREE_018,TREE,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
513,TREE_019,TREE,mixedForest,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
513,TREE_019,TREE,mixedForest,distributed,mammalGrid,mam,,NA
513,TREE_019,TREE,mixedForest,distributed,tickPlot,tck,,NA
524,TREE_020,TREE,deciduousForest,distributed,basePlot,all|brd|div,,NA
545,TREE_021,TREE,deciduousForest,distributed,basePlot,all|div,,NA
680,TREE_022,TREE,evergreenForest,distributed,basePlot,all|brd|div,,NA
680,TREE_022,TREE,evergreenForest,distributed,tickPlot,tck,,NA
835,TREE_023,TREE,mixedForest,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
872,TREE_024,TREE,evergreenForest,distributed,basePlot,all|div,,NA
893,TREE_025,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
1132,TREE_026,TREE,mixedForest,distributed,basePlot,all|brd|div,,NA
108,TREE_027,TREE,mixedForest,distributed,mammalGrid,mam,,NA
1020,TREE_028,TREE,deciduousForest,distributed,mammalGrid,mam,,NA
44,TREE_029,TREE,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
104,TREE_030,TREE,mixedForest,distributed,mosquitoPoint,mos|mpt,,NA
143,TREE_031,TREE,woodyWetlands,distributed,mosquitoPoint,mos|mpt,,NA
207,TREE_032,TREE,woodyWetlands,distributed,mosquitoPoint,mos|mpt,,NA
512,TREE_033,TREE,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
732,TREE_034,TREE,woodyWetlands,distributed,mosquitoPoint,mos|mpt,,NA
1061,TREE_035,TREE,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
7864,TREE_036,TREE,mixedForest,distributed,mosquitoPoint,mos|mpt,,NA
14689,TREE_037,TREE,mixedForest,distributed,mosquitoPoint,mos|mpt,,NA
15388,TREE_038,TREE,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
125,TREE_039,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
193,TREE_040,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
427,TREE_041,TREE,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
455,TREE_042,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
477,TREE_043,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
733,TREE_044,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
765,TREE_045,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
779,TREE_046,TREE,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
903,TREE_047,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
1745,TREE_048,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
2795,TREE_049,TREE,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
3131,TREE_050,TREE,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|sme|vst,,
3339,TREE_051,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
3691,TREE_052,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
3723,TREE_053,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
4251,TREE_054,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
4491,TREE_055,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
5227,TREE_056,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
7101,TREE_057,TREE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
12171,TREE_058,TREE,,tower,phenology,phe,,NA
69,TREE_059,TREE,,tower,phenology,,,NA
999,TREE_060,TREE,mixedForest,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst,,NA
16133,TREE_061,TREE,,tower,phenology,phe,,NA
7,UKFS_001,UKFS,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
7,UKFS_001,UKFS,deciduousForest,distributed,tickPlot,tck,,NA
14,UKFS_002,UKFS,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
14,UKFS_002,UKFS,deciduousForest,distributed,tickPlot,tck,,NA
20,UKFS_003,UKFS,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
20,UKFS_003,UKFS,deciduousForest,distributed,mammalGrid,mam,,NA
20,UKFS_003,UKFS,deciduousForest,distributed,tickPlot,tck,,NA
34,UKFS_004,UKFS,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
34,UKFS_004,UKFS,deciduousForest,distributed,birdGrid,brd,,NA
34,UKFS_004,UKFS,deciduousForest,distributed,mammalGrid,mam,,NA
34,UKFS_004,UKFS,deciduousForest,distributed,tickPlot,tck,,NA
54,UKFS_005,UKFS,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
55,UKFS_006,UKFS,deciduousForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
75,UKFS_007,UKFS,deciduousForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
75,UKFS_007,UKFS,deciduousForest,distributed,mammalGrid,mam,,NA
89,UKFS_008,UKFS,deciduousForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
98,UKFS_009,UKFS,grasslandHerbaceous,distributed,mammalGrid,mam,,NA
98,UKFS_009,UKFS,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
100,UKFS_010,UKFS,deciduousForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
100,UKFS_010,UKFS,deciduousForest,distributed,mammalGrid,mam,,NA
113,UKFS_011,UKFS,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
114,UKFS_012,UKFS,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
122,UKFS_013,UKFS,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
122,UKFS_013,UKFS,deciduousForest,distributed,birdGrid,brd,,NA
135,UKFS_014,UKFS,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
138,UKFS_015,UKFS,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
140,UKFS_016,UKFS,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
146,UKFS_017,UKFS,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
148,UKFS_018,UKFS,grasslandHerbaceous,distributed,mammalGrid,mam,,NA
148,UKFS_018,UKFS,grasslandHerbaceous,distributed,tickPlot,tck,,NA
148,UKFS_018,UKFS,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
159,UKFS_019,UKFS,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
162,UKFS_020,UKFS,deciduousForest,distributed,basePlot,all|div,,NA
170,UKFS_021,UKFS,deciduousForest,distributed,basePlot,all|div,,NA
177,UKFS_022,UKFS,deciduousForest,distributed,basePlot,all|div,,NA
183,UKFS_023,UKFS,deciduousForest,distributed,basePlot,all|div,,NA
185,UKFS_024,UKFS,deciduousForest,distributed,basePlot,all|div,,NA
196,UKFS_025,UKFS,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
196,UKFS_025,UKFS,grasslandHerbaceous,distributed,birdGrid,brd,,NA
258,UKFS_026,UKFS,grasslandHerbaceous,distributed,basePlot,all|div,,NA
270,UKFS_027,UKFS,grasslandHerbaceous,distributed,basePlot,all|div,,NA
322,UKFS_028,UKFS,grasslandHerbaceous,distributed,basePlot,all|div,,NA
382,UKFS_029,UKFS,grasslandHerbaceous,distributed,basePlot,all|div,,NA
414,UKFS_030,UKFS,grasslandHerbaceous,distributed,basePlot,all|div,,NA
414,UKFS_030,UKFS,grasslandHerbaceous,distributed,tickPlot,tck,,NA
25,UKFS_031,UKFS,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
